           0  0.10000000000000001     
           1   4.5000000000000005E-002
           2   2.1487500000000003E-002
           3   1.0512893671875002E-002
           4   5.2011863692594260E-003
           5   2.5870670148058278E-003
           6   1.2901870495333656E-003
           7   6.4426123345529105E-004
           8   3.2192308045917887E-004
           9   1.6090972299472327E-004
          10   8.0441915527884513E-005
          11   4.0217722313055361E-005
          12   2.0108052423933654E-005
          13   1.0053824045080685E-005
          14   5.0268614828513782E-006
          15   2.5134181067575051E-006
          16   1.2567058947434628E-006
          17   6.2835215771687847E-007
          18   3.1417588144522218E-007
          19   1.5708789136936885E-007
          20   7.8543933346381617E-008
          21   3.9271963588616073E-008
          22   1.9635981023164474E-008
          23   9.8179903187963617E-009
          24   4.9089951112017142E-009
          25   2.4544975435517406E-009
          26   1.2272487687635912E-009
          27   6.1362438362872582E-010
          28   3.0681219162609546E-010
          29   1.5340609576598087E-010
          30   7.6703047871223727E-011
          31   3.8351523932670183E-011
          32   1.9175761965599673E-011
          33   9.5878809826159810E-012
          34   4.7939404912620271E-012
          35   2.3969702456195227E-012
          36   1.1984851228068886E-012
          37   5.9924256140272608E-013
          38   2.9962128070118351E-013
          39   1.4981064035054687E-013
          40   7.4905320175262215E-014
          41   3.7452660087628299E-014
          42   1.8726330043813449E-014
          43   9.3631650219065494E-015
          44   4.6815825109532313E-015
          45   2.3407912554766046E-015
          46   1.1703956277382995E-015
          47   5.8519781386914908E-016
          48   2.9259890693457439E-016
          49   1.4629945346728715E-016
          50   7.3149726733643561E-017
          51   3.6574863366821774E-017
          52   1.8287431683410887E-017
          53   9.1437158417054436E-018
          54   4.5718579208527218E-018
          55   2.2859289604263609E-018
          56   1.1429644802131804E-018
          57   5.7148224010659022E-019
          58   2.8574112005329511E-019
          59   1.4287056002664756E-019
          60   7.1435280013323778E-020
          61   3.5717640006661889E-020
          62   1.7858820003330945E-020
          63   8.9294100016654723E-021
          64   4.4647050008327361E-021
          65   2.2323525004163681E-021
          66   1.1161762502081840E-021
          67   5.5808812510409202E-022
          68   2.7904406255204601E-022
          69   1.3952203127602300E-022
          70   6.9761015638011502E-023
          71   3.4880507819005751E-023
          72   1.7440253909502876E-023
          73   8.7201269547514378E-024
          74   4.3600634773757189E-024
          75   2.1800317386878594E-024
          76   1.0900158693439297E-024
          77   5.4500793467196486E-025
          78   2.7250396733598243E-025
          79   1.3625198366799121E-025
          80   6.8125991833995607E-026
          81   3.4062995916997804E-026
          82   1.7031497958498902E-026
          83   8.5157489792494509E-027
          84   4.2578744896247255E-027
          85   2.1289372448123627E-027
          86   1.0644686224061814E-027
          87   5.3223431120309068E-028
          88   2.6611715560154534E-028
          89   1.3305857780077267E-028
          90   6.6529288900386335E-029
          91   3.3264644450193168E-029
          92   1.6632322225096584E-029
          93   8.3161611125482919E-030
          94   4.1580805562741460E-030
          95   2.0790402781370730E-030
          96   1.0395201390685365E-030
          97   5.1976006953426825E-031
          98   2.5988003476713412E-031
          99   1.2994001738356706E-031
         100   6.4970008691783531E-032
